"Month,First_Expression,Review,Rating,Bert_sentiment,distilbert_sentiment"
"""Oct, 2022"",Simply awesome,Super mobile 👏👏👏👏,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Great phone,5,5,Positive"
"""Oct, 2022"",Brilliant,Love iPhone,5,5,Positive"
"""Oct, 2022"",Brilliant,Apple is the best i loved it thank you Flipkart for big billion sell,5,5,Positive"
"""Oct, 2022"",Awesome,Awesome,5,5,Positive"
"""Oct, 2022"",Nice product,Best 👍,4,5,Positive"
"""Oct, 2022"",Delightful,""Only happy to have bought this item at 55k. Perfomance camera battery is great , but it heats up so much that when you operate a task and then put the phone to your ear to make or answer a call, it is very uncomfortable due the heat felt on the face."",4,3,Positive"
"""Oct, 2022"",Mind-blowing purchase,""It's amazing, liked it.Battery backup is quit good, screen display is great, camera is just 🤩🤩 wow. Speaker and audio is too good. Really loved this phone."",5,1,Positive"
"""Oct, 2022"",Terrific,Superb ✌️✌️✌️🔥🔥🔥🕺🕺🕺,5,5,Positive"
"""Oct, 2022"",Great product,Super,5,5,Positive"
"""Oct, 2022"",Brilliant,Good,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Very nice product and packing is original. Delivery boy open packing with me .,5,5,Positive"
"""Sep, 2022"",Best in the market!,awesome,5,5,Positive"
"""Oct, 2022"",Fabulous!,Fully perfect performance mind blowing purchasing,5,5,Positive"
"""Oct, 2022"",Classy product,Nice phone,5,5,Positive"
"""Oct, 2022"",Wonderful,I m very happy. Flipkart,4,5,Positive"
"""Oct, 2022"",Highly recommended,Iphone 13 is best phone,5,5,Positive"
"""Oct, 2022"",Mind-blowing purchase,Nice,5,5,Positive"
"""Oct, 2022"",Worth the money,One of the best mobiles,4,5,Positive"
"""Oct, 2022"",Just wow!,Awesome excellent E-piece from apple,5,5,Positive"
"""Oct, 2022"",Just wow!,1. Design good.2. Normal photo not good but video camera very good.3. Battery backup 1 day.4. Display very good.5. No heating issue.,5,4,Negative"
"""Oct, 2022"",Excellent,I have purchased this phone for my father It seems like everything is fine and the phone is also original.,5,5,Positive"
"""Oct, 2022"",Good,Good,3,4,Positive"
"""Oct, 2022"",Best in the market!,In love with this phone❤️Received my iphone before the delivery date and im so happy,5,5,Positive"
"""Sep, 2022"",Brilliant,Value for money 💰💸💸💸💸,5,5,Positive"
"""Sep, 2022"",Super!,indian product and made in july 2022 gd price thnkuu flipkart,5,5,Positive"
"""Oct, 2022"",Excellent,""Superb compact phone with excellent battery back up, more than expected"",5,5,Positive"
"""Oct, 2022"",Perfect product!,Simply best iphone,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Great phone,5,5,Positive"
"""Oct, 2022"",Mind-blowing purchase,love the product,5,5,Positive"
"""Oct, 2022"",Classy product,In one word. It is masterpiece,5,5,Positive"
"""Oct, 2022"",Highly recommended,Superb product thnkx I Phone,5,5,Positive"
"""Oct, 2022"",Highly recommended,""Awesome phone, delay delivery by Flipkart"",5,5,Positive"
"""Oct, 2022"",Terrific,Amazing,5,5,Positive"
"""Oct, 2022"",Delightful,""Shifted from Samsung S20 plus. Always love compact phones. I was looking for 13 mini, but it was not available during last sale, so went for this. Got it at 48 k after card discount which is super value for money. Initially it was a learning for me using IOS for the first time. But now I have almost got used to, though learning is still on.Merits:-Awesome battery life. I reach home with 40% battery left after 5/6 hrs of SOT.Superb rear cameraGreat in hand feel.Brand valueFlawless ..."",4,5,Positive"
"""Oct, 2022"",Wonderful,""Very good phone,must buy"",5,5,Positive"
"""Oct, 2022"",Good choice,Thanks .,4,5,Positive"
"""Oct, 2022"",Brilliant,Awwsum ❤️🫡,5,5,Positive"
"""Oct, 2022"",Best in the market!,Fast processor,5,5,Positive"
"""Oct, 2022"",Perfect product!,Cool,5,5,Positive"
"""Oct, 2022"",Must buy!,Simple excellent,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Nice experience.,5,5,Positive"
"""Oct, 2022"",Worst experience ever!,""Very bad product, don't buy it !"",1,1,Negative"
"""Oct, 2022"",Fabulous!,Very good 👍,5,5,Positive"
"""Oct, 2022"",Terrific,Best,5,5,Positive"
"""Oct, 2022"",Excellent,So amazing,5,5,Positive"
"""Oct, 2022"",Classy product,One of the best smartphone in the market.Camera top levelBattery superbDiplay quality is goodOver all best phone to buy.Go for it,5,5,Positive"
"""Oct, 2022"",Must buy!,The best phone ever!! The looks cool and edge technologies!! Sleek yet sturdy!!,5,5,Positive"
"""Oct, 2022"",Decent product,""It could be better optimized in terrms of battery, camera and over all performance for the prices aplle is charging. Looting public in the fame of company name and good wheel"",3,3,Positive"
"""Oct, 2022"",Delightful,""Apple products are always awesome , just not so happy with the pricing in BBD"",4,4,Positive"
"""Oct, 2022"",Super!,Happy Purchase. I got this on big billion day!,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Best phonePerfect in all aspect 👍,5,5,Positive"
"""Oct, 2022"",Best in the market!,Great phone to start with Apple's Ecosystem,5,5,Positive"
"""Oct, 2022"",Great product,Nice product,5,5,Positive"
"""Oct, 2022"",Just wow!,Great product,5,5,Positive"
"""Oct, 2022"",Super!,""If you think for a phone for professional and official use, just go for an iPhone only."",5,5,Positive"
"""Oct, 2022"",Best in the market!,Good product,5,5,Positive"
"""Oct, 2022"",Wonderful,Built quality is superb also camera and display,5,5,Positive"
"""Oct, 2022"",Terrific purchase,""Except front camera everything is good.. simple, smart and fast.. with good battey life and decent performance.."",5,4,Positive"
"""Oct, 2022"",Wonderful,Speech less to this phone 📱too much highly performance and graphic and all feature,5,5,Positive"
"""Oct, 2022"",Highly recommended,Excellent,5,5,Positive"
"""Oct, 2022"",Great product,Awesome 🥳,5,5,Positive"
"""Oct, 2022"",Mind-blowing purchase,Good,5,4,Positive"
"""Nov, 2022"",Mind-blowing purchase,Over satesfy👍🏽👌,5,1,Positive"
"""Oct, 2022"",Great product,Awesome product. Loved it,5,5,Positive"
"""Oct, 2022"",Simply awesome,Best in class,5,5,Positive"
"""Oct, 2022"",Just wow!,Superb phone thanks to Flipkart for getting it at best rate,5,5,Positive"
"""Oct, 2022"",Awesome,Awesome iphone 13 by Apple Thanks,5,5,Positive"
"""Oct, 2022"",Must buy!,Best in class 👍,5,5,Positive"
"""Oct, 2022"",Really Nice,Good mobile fast performance,4,5,Positive"
"""Sep, 2022"",Terrific,""Smooth and fast, easy to hold and efficient battery work"",5,5,Positive"
"""Oct, 2022"",Awesome,Thanks,5,5,Positive"
"""Oct, 2022"",Awesome,Best,5,5,Positive"
"""Oct, 2022"",Classy product,Nice,5,5,Positive"
"""Oct, 2022"",Value-for-money,Good phone. Except for lens flares everything else is good.,4,3,Positive"
"""Oct, 2022"",Excellent,Nice but battery is not be longlasting btw u can but it,4,4,Positive"
"""Oct, 2022"",Best in the market!,Best in segment,5,5,Positive"
"""Oct, 2022"",Really Nice,⭐️⭐️⭐️ i give star for this device,4,5,Positive"
"""Oct, 2022"",Just wow!,Great experience using Iphone 13,5,5,Positive"
"""Oct, 2022"",Great product,the product was good and fine,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Just amazing,5,5,Positive"
"""Oct, 2022"",Wonderful,I have satisfied with the product,5,5,Positive"
"""Oct, 2022"",Excellent,""Everything is perfect, colour, camera, design."",5,5,Positive"
"""Sep, 2022"",Best in the market!,""Nice product , ordered in big billion days"",5,5,Positive"
"""Oct, 2022"",Fabulous!,Superb phone with good battery,5,5,Positive"
"""Oct, 2022"",Simply awesome,Awesome camera,5,5,Positive"
"""Oct, 2022"",Nice product,Worth buying!,4,4,Positive"
"""Oct, 2022"",Good quality product,Nice product,4,5,Positive"
"""Oct, 2022"",Excellent,Osm,5,5,Positive"
"""Oct, 2022"",Very Good,""Performance Is Fine Quality. Overall Design, Camera, Sound, Battery are Good."",4,4,Positive"
"""Oct, 2022"",Must buy!,Awesome deal,5,5,Positive"
"""Oct, 2022"",Best in the market!,Beautiful results,5,5,Positive"
"""Oct, 2022"",Delightful,WoW,4,5,Positive"
"""Oct, 2022"",Expected a better product,Colour is not good,2,2,Negative"
"""Sep, 2022"",Just wow!,Always the best.,5,5,Positive"
"""Sep, 2022"",Great product,Love it😍,5,5,Positive"
"""Oct, 2022"",Fabulous!,SuperbNothing to worryGo for it,5,5,Positive"
"""Oct, 2022"",Highly recommended,Having smooth experience. Nothing can beat ios😍,5,5,Positive"
"""Oct, 2022"",Perfect product!,Good one,5,5,Positive"
"""Oct, 2022"",Just wow!,Superb camera Quality,5,5,Positive"
"""Oct, 2022"",Must buy!,Fantastic,5,5,Positive"
"""Oct, 2022"",Best in the market!,awsm color and performance best phone with no lackness,5,5,Positive"
"""Oct, 2022"",Simply awesome,Thank you Flipkart,5,5,Positive"
"""Oct, 2022"",Terrific,""Nice, smart phone ❤️😘"",5,5,Positive"
"""Oct, 2022"",Fabulous!,Very good,5,5,Positive"
"""Oct, 2022"",Excellent,Nice,5,5,Positive"
"""Oct, 2022"",Perfect product!,""Best purchase, Thanks Flipkart"",5,5,Positive"
"""Sep, 2022"",Great product,One of the best gadget in market...Must buy,5,5,Positive"
"""Oct, 2022"",Excellent,Good product,5,5,Positive"
"""Oct, 2022"",Delightful,Battery is improvedDisplay as same as 12Camera is excellentAnd design is 👌🏻,4,5,Positive"
"""Oct, 2022"",Wonderful,Its Good price,5,5,Positive"
"""Oct, 2022"",Best in the market!,Best phone and os till dateNo lag. No hang. Crispy and clear,5,5,Positive"
"""Nov, 2022"",Must buy!,Good,5,5,Positive"
"""Oct, 2022"",Nice product,Very good,4,5,Positive"
"""Oct, 2022"",Best in the market!,Good for experience,5,5,Positive"
"""Oct, 2022"",Fabulous!,Osm Camera I Love it This Phone I can't Believe this Camera Super Duper,5,5,Positive"
"""Oct, 2022"",Delightful,""Good phone ,great design,great camera but when comes to battery its weak as I expected"",4,4,Positive"
"""Oct, 2022"",Fair,The phone is good but if u exchnge any phone then don't do it Flipkart reduce more value during valuation,3,3,Positive"
"""Oct, 2022"",Mind-blowing purchase,Good,5,4,Positive"
"""Oct, 2022"",Perfect product!,Nice and amazing product.,5,5,Positive"
"""Oct, 2022"",Worth every penny,Awesome product.Thanks Flipkart for fast delivery.,5,5,Positive"
"""Oct, 2022"",Worth every penny,Excellent,5,5,Positive"
"""Oct, 2022"",Mind-blowing purchase,Great product,5,5,Positive"
"""Oct, 2022"",Perfect product!,Nice iPhone 13,5,5,Positive"
"""Oct, 2022"",Nice product,Excellent Flipkart thanks,4,5,Positive"
"""Oct, 2022"",Terrific purchase,Advice to by anyone as this is good project nice picture quality,5,5,Positive"
"""Nov, 2022"",Just wow!,""Excellent Phone. Switched to I phone after using 3 flagship phone of Samsung S series. You will fall in love with Apple. Design is elegant, interface n OS is very nice. People recognised you. Camara is unbeatable. I am quit happy n now my journey always will be with Apple iPhone."",5,5,Positive"
"""Oct, 2022"",Must buy!,Amazing ❤️,5,5,Positive"
"""Oct, 2022"",Brilliant,Awesome Deal Thanks.,5,5,Positive"
"""Oct, 2022"",Terrific,Just one word awesome.!,5,5,Positive"
"""Oct, 2022"",Great product,Best,5,5,Positive"
"""Oct, 2022"",Pretty good,Except flipkart delivery experience everything is good,4,4,Positive"
"""Oct, 2022"",Super!,Mesmerizing moment for me to have an iphone.its amazing.,5,5,Positive"
"""Oct, 2022"",Excellent,amazing and worth it,5,5,Positive"
"""Oct, 2022"",Worth the money,No 1 mobile at price .thank u flipkart,4,5,Positive"
"""Oct, 2022"",Simply awesome,Do i need to write anything on iphone???Seriously??Except battery all that you get is of supreme quality.,5,5,Positive"
"""Oct, 2022"",Brilliant,""Excellent, must buy it"",5,5,Positive"
"""Oct, 2022"",Great product,Amazing phone!! Must Buy!!,5,5,Positive"
"""Oct, 2022"",Worth every penny,Very fantastic,5,5,Positive"
"""Oct, 2022"",Brilliant,Dream come true,5,5,Positive"
"""Oct, 2022"",Brilliant,iPhone is best as always.,5,5,Positive"
"""Sep, 2022"",Perfect product!,Thank you flipkart for giving phone in low rate.,5,5,Positive"
"""Oct, 2022"",Fabulous!,""One Of the best Device; at this price Range performance, camera and battery Backup is just WoW if you are a PUBG Lover then just Go for it No Lag No frame drops .. U can play upto 4 to 4.5 hours continuously nonstop when device is fully charged i love this ❤️😍"",5,5,Positive"
"""Oct, 2022"",Best in the market!,Love with it..,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Awesome,5,5,Positive"
"""Nov, 2022"",Terrific,Awesome product I love it,5,5,Positive"
"""Oct, 2022"",Just wow!,Super phoneAfter update ios16 battery draining fastGood camera and video recording,5,5,Positive"
"""Oct, 2022"",Fabulous!,""Processor absolutely awesome ,performance excellent,battery performance best, display good"",5,5,Positive"
"""Oct, 2022"",Must buy!,Man what a phone. Coming from iphone 8 plus,5,5,Positive"
"""Oct, 2022"",Just wow!,Next level,5,5,Positive"
"""Oct, 2022"",Nice product,Product is worth to buy if you love apple products however android phones are more user friendly than iPhones. Camera is awesome but battery backup is not up to mark. There is no port for wired headphones. Charger is not provided with iPhone that is biggest drawback.,4,3,Positive"
"""Oct, 2022"",Just wow!,Great phone with compatibility issues,5,5,Positive"
"""Oct, 2022"",Fabulous!,Thank you for giving the original product and OBD way. Appreciate it!!!,5,5,Positive"
"""Oct, 2022"",Great product,This is my first iPhone and I just loved it,5,5,Positive"
"""Nov, 2022"",Fabulous!,Been using it for last 1 month and completely satisfied with it. Highly recommended,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Best mobile available,5,5,Positive"
"""Oct, 2022"",Good quality product,Nice phone,4,5,Positive"
"""Oct, 2022"",Pretty good,Overall nice phone to experience iPhone but Battery backup is very low.It seems like the phone is designed only for big cities.,4,3,Positive"
"""Oct, 2022"",Highly recommended,Very nice camera quality,5,5,Positive"
"""Oct, 2022"",Classy product,Very good,5,5,Positive"
"""Sep, 2022"",Worth every penny,Nice,5,5,Positive"
"""Oct, 2022"",Mind-blowing purchase,""Genuine product,loving it"",5,5,Positive"
"""Oct, 2022"",Highly recommended,Awesome phone at awesome prise thanks flipkart bigbillion days for making it very possible.,5,5,Positive"
"""Oct, 2022"",Brilliant,So good to use if you are switching from Android. Love it,5,5,Positive"
"""Oct, 2022"",Nice product,""I would like to share my first experience of this Apple product. It was a good experience to buy this phone. The quality of product it very good 😊 but delivery experience is really bad 😕. The delivery of this product is bad because for this product I will go on flipkart facility near by me and It was a really bad experience for me almost 2 hours after they gave me a my product. So, Product is good but experience of flipkart is bad. 👎👎👎"",4,3,Negative"
"""Oct, 2022"",Simply awesome,Amazing phone,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Good but need 1 more mobile,5,4,Positive"
"""Oct, 2022"",Super!,Good,5,5,Positive"
"""Oct, 2022"",Simply awesome,Excellent,5,5,Positive"
"""Sep, 2022"",Awesome,Just wow,5,5,Positive"
"""Oct, 2022"",Simply awesome,Its nice phone,5,5,Positive"
"""Oct, 2022"",Brilliant,Awesome,5,5,Positive"
"""Oct, 2022"",Worth the money,I have no words to describe.... totally speechless....top class performance with the newly iOS 16😉,4,5,Neutral"
"""Oct, 2022"",Simply awesome,Thanks to flipkart for the wonderful price.,5,5,Positive"
"""Oct, 2022"",Terrific purchase,Amazing Deal,5,5,Positive"
"""Oct, 2022"",Super!,Phone is awesome with good cameravery smooth run and looks also great and handy piece,5,5,Positive"
"""Oct, 2022"",Excellent,Good phone,5,5,Positive"
"""Sep, 2022"",Fabulous!,Ultimate photo,5,5,Positive"
"""Oct, 2022"",Terrific,""Awesome camera, amazing features. I love it."",5,5,Positive"
"""Oct, 2022"",Super!,Awesome,5,5,Positive"
"""Oct, 2022"",Highly recommended,Fantastic ❤️,5,5,Positive"
"""Oct, 2022"",Simply awesome,Very good brand,5,5,Positive"
"""Oct, 2022"",Perfect product!,Unique design and best product loved it,5,5,Positive"
"""Oct, 2022"",Must buy!,Just Fantastic,5,5,Positive"
"""Oct, 2022"",Classy product,Thank you Flipkart,5,5,Positive"
"""Oct, 2022"",Wonderful,Apple ❤️❤️❤️,5,5,Positive"
"""Oct, 2022"",Perfect product!,Fantastic mobile which i never seen in my entire life🔥,5,5,Positive"
"""Oct, 2022"",Really Nice,Thanks nice,4,5,Positive"
"""Oct, 2022"",Perfect product!,Ok,5,5,Positive"
"""Oct, 2022"",Terrific,Excellent,5,5,Positive"
"""Oct, 2022"",Best in the market!,As expected. Fast delivery,5,5,Positive"
"""Oct, 2022"",Perfect product!,The best is yet to come,5,5,Positive"
"""Oct, 2022"",Terrific,Super ❤️iphone 13,5,5,Positive"
"""Oct, 2022"",Brilliant,Just go for it🤍,5,5,Positive"
"""Oct, 2022"",Classy product,everything works as expected!,5,5,Positive"
"""Oct, 2022"",Wonderful,Good to buy very smooth.,5,5,Positive"
"""Oct, 2022"",Fair,Low light camera perfomance is not as aspected.even the whole cemera result not aspected as they claim😒,3,3,Neutral"
"""Oct, 2022"",Just wow!,As expected,5,5,Positive"
"""Oct, 2022"",Classy product,Loved it,5,5,Positive"
"""Oct, 2022"",Must buy!,""I am very sad, the problem of screen flickering has started coming after 8 days of purchase.😒😒😒"",5,1,Negative"
"""Oct, 2022"",Good choice,Always awesome,4,5,Positive"
"""Oct, 2022"",Worth the money,Good product,4,4,Positive"
